FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBtr0336921	0	0	0	0	0	0
FBtr0343501	0.614509	0.44564	0.669175	1.35251	0.963068	1.6105
FBtr0070079	6.42203	7.33985	5.87044	5.2916	5.30292	6.50609
FBtr0070080	14.771	9.80188	12.0694	13.8869	14.5345	8.19401
FBtr0340145	0	0.667393	0.362296	0.595191	0.786379	1.02161
FBtr0070088	1.90927	1.91174	1.1652	1.78634	2.3627	2.79813
FBtr0070092	56.3881	59.5472	48.633	57.4763	48.3289	56.2169
FBtr0070093	5.2626	2.65996	4.23729	2.52897	4.10715	5.32754
FBtr0070094	5.34776	4.82236	5.78558	5.19044	5.09485	6.68176
FBtr0070099	0.0252547	0.0480019	0	0.042655	0.394911	0.0825516
FBtr0070100	0	0	0	0	0	0
FBtr0070101	0.698876	2.26536	2.27067	0	2.7329	2.32713
FBtr0070102	0	0	0	1.24581	0	0
FBtr0273442	0.14202	0.165202	0	0.422475	0.316972	0.253587
FBtr0273443	0	0	0	0	0	0
FBtr0344150	1.86596	0	0	0	0	0
FBtr0344151	0	0	0	0.00176216	0	0
FBtr0070103	0.167975	0	0	0	0.246454	0.227496
FBtr0300326	24.6455	20.5898	23.0367	23.1651	30.7389	24.08
FBtr0342963	0	0	0	0	0.0512504	0
FBtr0070107	0	0.346183	0	0	4.73047e-05	7.60366e-05
FBtr0070108	4.12021	3.41424	4.20562	2.36356	2.56096	3.35013
FBtr0340207	0.864309	0.230387	0.000137887	0.955008	1.7446	0.93458
FBtr0070109	0	0	0	0	0	0
FBtr0307291	43.376	37.4405	43.8197	37.1616	46.6029	31.9418
FBtr0307292	0	0	0	0	0	0
FBtr0307293	5.82935	5.59252	2.56463	4.47858	4.45819	4.64992
FBtr0307294	151.698	122.679	122.904	107.653	129.293	93.1998
FBtr0307295	6.65548	11.1883	6.88887	7.47318	2.69803	6.35488
FBtr0070115	8.65404	9.15228	6.93909	7.1437	5.23491	8.74566
FBtr0070116	0.884212	1.51021	0.421667	0.000262587	1.98629	0.000308643
FBtr0070117	0.00273203	7.10112e-05	0	0	0.00102931	0
FBtr0070118	3.91305	2.15703	3.26817	3.99627	2.65181	3.69443
FBtr0070119	3.03973	2.54793	2.55917	2.42029	3.47014	2.66202
FBtr0070120	3.3235	3.14425	2.97137	2.80992	4.1752	4.27922
FBtr0340081	0.000168442	7.11247e-05	0.000407592	5.87637e-05	0.00218929	0.00026169
FBtr0340082	2.28647	2.19313	1.58817	1.45191	0.972993	2.38837
FBtr0070121	6.83042	3.54396	4.53007	5.35492	7.64617	4.15312
FBtr0308651	0	0	0	0	0	0
FBtr0070122	25.1284	36.4297	22.8807	29.3095	23.9848	41.5122
FBtr0343564	30.1938	15.2419	19.5566	14.3025	17.0997	11.4209
FBtr0070134	11.9817	11.0189	9.34548	7.92162	9.58995	6.90454
FBtr0343759	0.366708	0	0	0	0.183884	0
FBtr0070135	131.172	117.041	123.671	140.709	132.394	133.367
FBtr0070136	83.3645	148.287	112.801	114.3	119.645	272.431
FBtr0070137	34.4088	32.474	35.0705	33.325	33.8582	25.0556
FBtr0070138	0.867103	0.919877	0.531257	0.820027	1.12908	0.399036
FBtr0112928	0.244661	0	0.290563	0.113483	0	0.761809
FBtr0345511	0.107347	0.100777	0.186047	0.228482	0.18344	0.181514
FBtr0070140	6.93058	12.3989	10.2876	8.80864	5.04118	9.65186
FBtr0343325	7.35706	6.90971	5.02997	6.841	6.11202	6.65444
FBtr0070142	0	0	0	0	0	0
FBtr0290198	0.0854058	0.0812402	0.231073	0	0.143409	0.186522
FBtr0070145	0	0	0	0	0	0
FBtr0070146	12.0236	10.7233	10.4312	11.0209	14.677	10.3531
FBtr0070147	20.1647	14.6345	15.6456	9.3567	10.0742	8.6447
FBtr0070148	1451.43	882.48	1157.73	1413.17	1484.9	914.135
FBtr0070149	0.0384044	0.0366556	0	0.0974854	0.128944	0.0838365
FBtr0070150	0	0	0	0	0	0
FBtr0070151	9.8323	9.87763	8.71296	7.68023	9.17734	9.44227
FBtr0308652	0.266192	0.348141	0	0.414414	0.0644174	0.341532
FBtr0070155	1696.05	1160.88	1125.39	1113.61	980.497	1057.83
FBtr0070156	499.074	462.31	375.7	297.675	255.04	271.839
FBtr0070157	20.485	13.2095	19.4041	18.1805	14.1558	12.1173
FBtr0070158	41.0935	31.1925	35.9286	24.2547	28.5098	48.5786
FBtr0345321	332.961	248.554	240.402	499.139	434.233	332.208
FBtr0070159	207.313	267.038	171.13	154.537	118.398	190.749
FBtr0070160	12.1235	6.68533	5.43292	7.13923	8.65424	11.1281
FBtr0070161	2.24895	1.32296	1.91684	1.01949	0.406054	0.900807
FBtr0110791	0.297227	1.71143	2.31053	1.8419	3.04732	0
FBtr0339430	1.23605	0.607856	1.11435	0.597797	0.896891	0.825903
FBtr0339431	3.19685	0.00163655	0.738959	0.000528301	2.93111	0.0500811
FBtr0339432	8.07943	6.06136	3.64153	3.96208	5.68034	8.48718
FBtr0339433	0.129236	0.00299544	0.000294729	1.09944	0	1.05313
FBtr0339434	0	0	0.0475895	0	0.0923613	0.177772
FBtr0110804	0	0	0	0	0	0
FBtr0070163	0	0	0	0	0	0
FBtr0070164	0	0	0	0	0	0
FBtr0310165	0	0	0	0	0	0
FBtr0070165	23.5022	17.5121	16.0482	19.0105	23.2396	16.8241
FBtr0307181	6.59367	7.47734	6.92625	6.26317	6.38167	7.07928
FBtr0345512	0.714781	0.906037	0.490896	0.4033	0.355899	0.346732
FBtr0070167	0.125862	0.0938725	0	0.166131	0.142785	0.138694
FBtr0070168	1.59767	0	0.333317	0	0.823876	2.22312
FBtr0070169	0.262632	0.528466	0.111954	0.117123	0.30233	0.298611
FBtr0307182	17.5756	17.8917	21.1608	20.7083	15.7627	16.9696
FBtr0332589	1.52764	4.50256	2.16432	3.92752	2.65893	8.17872
FBtr0070170	1.01813	1.17235	0.973439	1.13401	1.79956	1.37508
FBtr0070171	0	0	0	0	0	0
FBtr0070172	0	0	0	0	0	0
FBtr0070173	7.09002	5.88063	5.61444	4.86728	6.87214	4.57925
FBtr0070179	172.723	238.066	191.099	215.722	171.099	231.897
FBtr0070180	0.181805	0	0.281079	0.153899	0	0.198527
FBtr0070181	0.0625796	0	0.0581517	0.234253	0.0625582	0.0722525
FBtr0113327	1.37484	2.31254	1.13664	1.5311	1.60576	0.908596
FBtr0331340	12.7028	21.4505	19.6343	13.4889	11.408	21.4315
FBtr0070182	6.03373	7.37221	4.90548	4.88745	5.79362	6.33313
FBtr0070183	31.2074	28.5812	32.2858	29.8854	37.5522	33.3167
FBtr0070184	0.200615	0	0.310161	0	0	0
FBtr0070185	0	0	0	0	1.19895e-06	0
FBtr0342734	0	0	0	0	0.0501105	0
FBtr0070186	4.59546	9.44518	11.7991	17.297	11.1154	10.0363
FBtr0070187	7.7788	7.74658	7.26522	6.83584	5.89884	7.0744
FBtr0070188	13.5068	14.7051	12.1042	11.2312	9.5001	10.9204
FBtr0070189	0	0	0	0.065949	0.0436058	0
FBtr0331301	0	0	0	0	0	0
FBtr0070195	2.39793	5.51235	3.13557	1.21519	0.820272	1.45321
FBtr0310459	0	0	0.0140789	0.0664604	0	0
FBtr0336688	0.509027	0.692872	0.725918	0.463165	0.690436	0.794306
FBtr0070197	4.24688	3.23	2.06946	1.17932	2.88344	2.68649
FBtr0310611	0.211468	0.201278	0.245796	0.446834	0	0.579071
FBtr0345513	0.687779	0.611183	0.253572	0.56824	0.681555	0.304313
FBtr0070198	0	0	0	0	0	0
FBtr0342727	0	0	0.0341238	0	0	0
FBtr0070199	0.0851606	0.040485	0	0	0.143022	0
FBtr0310612	3.30901e-05	3.24247e-05	0	0	3.31504e-05	0
FBtr0070200	0.302373	0.369804	0.166959	0.329093	0.338486	0.188677
FBtr0070201	0	0	0	0	0.0232708	0.0226834
FBtr0345506	0	0	0	0	0.000137835	0.000150575
FBtr0070202	0.044031	0.0837668	0.0510556	0.0186363	0.0246448	0.0240404
FBtr0070203	0	0	0	0	0	0
FBtr0070204	0	0	0	0	0	0
FBtr0070205	0	0	0	0	0	0
FBtr0342728	0	0	0	0	0	0
FBtr0070206	0.253141	0	0.326656	0.158502	0.285316	0.184407
FBtr0342729	0.0833609	0.255719	0.193065	3.83077e-06	0.0145981	0.182778
FBtr0070207	0.164114	0.202942	0.190296	0.0555694	0.0734855	0.179208
FBtr0070209	13.8807	13.5753	11.9748	12.2461	13.1084	12.7335
FBtr0310619	0.000426524	0	0.000302086	0	0	0.000178052
FBtr0070211	0	0	0	0	0	0.499614
FBtr0303284	0.295374	0.772661	0.513746	0.250056	0	0
FBtr0070212	5.05221	7.14255	4.90872	5.0026	4.17684	7.21245
FBtr0070213	0.321206	0	0.0827667	0.181269	0	0.116916
FBtr0070215	0	0	0	0	0	0
FBtr0339772	1.16829	0.737847	0	0.511038	0	0.337779
FBtr0339773	0.004127	36.964	21.4213	15.6194	0	28.0726
FBtr0339774	46.9432	23.3238	29.1864	28.7724	39.235	25.1951
FBtr0070216	30.6154	52.7663	27.0812	18.206	6.75367	21.1821
FBtr0070217	2.76665	3.92746	2.13575	1.94996	5.6725	0
FBtr0070218	30.2149	18.1986	38.149	42.0715	49.7014	46.2683
FBtr0070219	1.41366	0.195622	0.148773	0.704012	0.824799	0.537213
FBtr0070222	0	0	0	0	0	0
FBtr0342735	0	2.12825	8.23429e-05	0.313137	0.556119	2.33439
FBtr0342736	0.0945901	2.20431	0.0260126	0.407078	4.45955	0.00357341
FBtr0342737	2.84276	1.98164	2.71627	1.15185	1.7353	1.13303
FBtr0330317	0	0.000103242	0	0	0	0
FBtr0330318	0	0.0387217	0.0263402	0	0	0
FBtr0330319	3.6659	2.6835	4.75708	3.70155	0.00131272	2.93575
FBtr0330320	0.456217	0.186027	0.345302	0.316889	0.420057	0.475058
FBtr0070225	64.4808	75.6305	73.6144	69.8817	58.6822	73.1674
FBtr0332291	1.26504	1.5585	0.00170471	0.000962083	8.61267	1.87839
FBtr0332292	0	1.11035	0.325825	0.625376	1.33533	0
FBtr0070230	2.45223	2.8649	2.53175	2.39626	2.21082	2.87547
FBtr0070231	0.519379	0.724602	0.910051	0.732764	0.581408	0.86963
FBtr0070233	52.3555	51.8572	43.1703	46.3594	37.5838	50.0927
FBtr0070234	0.114687	0.0545464	0.0886555	0.097083	0	0
FBtr0070235	0	0	0	0	0	1.5752
FBtr0342738	7.59864	7.18749	7.47692	7.02144	6.94801	5.05826
FBtr0332287	0	0	0	0	0	0.00951602
FBtr0070236	1.55712	1.53149	1.75745	2.0694	1.11732	1.35543
FBtr0070237	0.446388	1.9047	0.518304	0.192658	0.830223	0.751206
FBtr0332288	8.72364e-05	3.67274e-05	3.20085e-05	0	9.06436e-05	0.0383592
FBtr0070238	0.000612648	0.152086	0.000475308	0.124933	0.000621805	5.96292e-06
FBtr0342730	0.111669	2.56621e-05	0.134546	2.05323e-05	0.0831704	0.108989
FBtr0070239	2.07419	1.68466	1.23283	0.00134654	0.00154241	1.5695
FBtr0070241	5.43461	1.94331	1.90565	6.24087	8.18334	11.0079
FBtr0342731	0	0	0	0.744437	0.615445	0
FBtr0310282	0	0.096381	0	0	0.0897678	0.111128
FBtr0310283	0	0	0	0	0	0
FBtr0303264	22.8386	36.7965	38.6255	28.8258	19.1347	22.4354
FBtr0302877	0	0	0	0.436587	1.44337	1.12665
FBtr0070244	15.441	14.7501	11.4868	15.7578	20.7959	30.1274
FBtr0345507	6.20823	13.9588	15.7606	13.16	8.83741	0.149688
FBtr0070245	1.05134	1.74085	1.20402	1.1207	0.849983	1.57324
FBtr0070250	8.23045	7.26149	7.3161	5.12492	5.91324	6.74008
FBtr0345522	0.387109	0.167675	0.266108	0.350611	0.233953	0.231024
FBtr0070251	0.0534761	0.0254339	0.0413383	0.0452679	0.0598627	0
FBtr0070252	0	0.0346555	0.0563264	0.0308404	0.0407836	0.0397834
FBtr0070253	10.8704	6.99418	12.2394	10.2876	14.408	8.84832
FBtr0339576	1.76142	1.14355	0.716952	2.19632	0.415088	0.622661
FBtr0339577	9.01821	5.23467	0.00276051	0.00403397	0.000214777	1.30532
FBtr0300352	0.00156492	0	0.000571679	0	0	0
FBtr0345508	0.684567	0.730875	0.131977	0.28944	0.28779	0.653957
FBtr0070254	2.59711	2.61644	2.51737	1.28463	0.63706	0.932149
FBtr0070257	0	0	0.0459379	0	0.19957	0.064892
FBtr0070259	29.1528	25.0042	31.1567	32.1322	33.0113	28.9989
FBtr0339589	3.42994	3.9306	3.48659	3.67993	1.94159	4.13219
FBtr0070260	4.3664	2.0412	2.76566	2.30449	3.34665	2.52068
FBtr0339591	0.292782	0.104488	0.0848751	0.0619908	0.286627	0.159935
FBtr0339590	19.0969	25.3629	21.5311	19.8432	15.5838	21.4206
FBtr0070269	3.89109	4.15554	3.22666	3.59326	3.48463	3.78545
FBtr0070270	15.7793	20.4091	16.196	14.7749	10.9824	20.7804
FBtr0333115	3.02671	2.44734	2.59536	4.049	3.85634	3.07883
FBtr0273400	0	0	0	0.00851793	0	0
FBtr0308320	0	0.0169347	0	0.0263813	0	0.0194297
FBtr0070272	2.02605	0.514009	0.396768	0.137205	0.635045	1.23902
FBtr0070277	0	0	0	0	0	0
FBtr0302174	4.64973	0.0100505	3.43617	0.317109	0.0461462	10.4445
FBtr0302175	0.16543	0.228382	0.328684	0.157214	0.296376	0.287021
FBtr0345509	7.81567	14.1913	12.1789	11.0295	10.0677	0.0436978
FBtr0070278	0	0	0	0	0	0
FBtr0344154	0	0	0	0	0	0
FBtr0070279	4.14335	2.77973	2.46827	3.26551	3.26705	3.39963
FBtr0330407	6.68186e-05	0	7.44771e-05	6.21321e-05	0.00015794	0.000172458
FBtr0333116	0	0.940438	0.163721	0.767372	0	0.635625
FBtr0070283	16.5321	18.2077	18.0861	17.6054	13.583	14.832
FBtr0070284	0	0	0	0	0.01042	0
FBtr0343517	3.2648	4.69418	3.70627	2.75068	2.35851	3.52998
FBtr0303587	5.18198	5.92626	5.08517	5.20763	5.58541	5.5584
FBtr0070285	1.63655	0	0.47478	0.519424	1.14481	0.893428
FBtr0070289	0	0	0	0.349566	0	2.52099
FBtr0070290	473.276	431.816	361.197	387.092	373.386	339.368
FBtr0339593	8.15637	3.88286	0	2.50643	1.13211	1.02065
FBtr0339594	2.23903	2.54253	0.882849	0	0.374697	0.155183
FBtr0070293	0.00017239	3.2243e-05	0.00190192	0.875783	0.157075	0.197747
FBtr0070294	0.998514	1.09608	0.71085	5.86702e-05	0.585183	0.571453
FBtr0070295	0.668097	0.635517	0.704258	0.462722	0.475933	0.46426
FBtr0070296	2.04591	1.32059	1.41209	1.54632	1.14513	1.23673
FBtr0070298	0.078259	0.223326	0	0.132494	0.0876055	0.256371
FBtr0070301	0	0	0	0	0	0
FBtr0070308	10.6999	6.60403	5.42797	4.63244	7.22317	1.93448
FBtr0114454	0	0	0.672383	0	0	2.17926
FBtr0070310	2.03349	1.71772	1.44625	1.44577	2.11255	1.794
FBtr0339600	0	0	0	0.000244532	0	0.000268795
FBtr0070311	20.5656	26.8985	24.6069	21.8747	17.4165	24.3611
FBtr0070312	17.277	20.5429	18.1754	15.5097	13.1015	16.2035
FBtr0070313	0.636829	0.401951	0.16382	0	0.477134	0.231158
FBtr0331384	20.2477	17.0149	16.6932	14.5655	15.7945	15.8445
FBtr0070314	0	0	0	0	0	0
FBtr0332579	12.8649	12.1799	10.3607	10.3832	13.5299	13.5248
FBtr0070315	2.94062	2.76662	2.18622	2.38052	2.8781	2.56192
FBtr0070316	0	5.51812	0.236406	0	0	4.9469
FBtr0344155	14.0945	10.7793	12.8692	13.4818	14.9413	12.1581
FBtr0070317	8.19139	2.197	3.56102	0.657787	2.58827	3.36189
FBtr0332586	1.10898	9.2104	6.79831	8.56053	5.29808	6.08706
FBtr0070320	0	0	0	0	0	0
FBtr0070318	1.84948	2.30037	2.63287	2.05044	3.02446	0.912184
FBtr0070319	3.81369	4.21616	4.83132	4.75717	3.67501	5.003
FBtr0332587	0	0	0	0	0	0
FBtr0332588	1.17867	0.689901	0	0.183712	0	1.25504
FBtr0070321	4.28565	4.46225	3.53676	3.08856	3.43604	3.79446
FBtr0070328	0.701176	0.722558	0.361388	0.296775	0.261639	0.701907
FBtr0070330	5.57425	1.78511	2.80357	0.00108623	3.53868	0
FBtr0344156	0	3.08385	0.890894	3.41718	0.0365334	3.88154
FBtr0070331	10.152	7.58748	7.62354	8.83924	6.25042	8.55188
FBtr0070334	8.88822	7.93401	6.2273	9.32878	8.78085	6.01709
FBtr0070335	2.3212	4.19978	4.23817	1.44854	1.5718	1.7221
FBtr0070336	0.00345609	0.00184972	0	1.49825	1.91732	1.50793
FBtr0070337	22.9736	30.6474	29.3046	32.6889	24.3728	26.9347
FBtr0300254	1.58365	0	0	0	0.66407	0
FBtr0300255	1.03745	0	0.12197	0.2968	0.401858	0
FBtr0302435	0	0	0	0.330919	0	0
FBtr0070338	0.436899	0.692649	0.281445	0.0616397	0.244539	0.0795139
FBtr0070339	9.33126	10.1904	9.39864	8.99656	7.23346	8.75045
FBtr0070340	8.19274	8.55563	8.5301	9.52601	8.2972	6.88875
FBtr0070341	0.863832	4.59546	0.158203	0.0206739	0	0.141726
FBtr0303043	1.88348	6.02315	0.469771	0.915893	0.338907	0.42098
FBtr0303044	13.0376	9.778	17.0993	0.792262	0.00927775	17.005
FBtr0303045	15.0154	10.7399	16.9174	14.9255	19.3775	16.4208
FBtr0310288	4.37996	12.6001	15.088	30.4418	21.6081	12.6029
FBtr0310289	0.589925	1.29788	1.01735	0	1.47276	2.80879
FBtr0070342	0	0	0	0	0	0
FBtr0310443	4.66383	4.29324	2.26782	5.4762	3.11566	1.80712
FBtr0070345	0.438171	0.307901	0.126846	0.312647	0.412221	0.0840605
FBtr0070343	0	0	0	0	0	0
FBtr0070344	0	0	0	0	0	0
FBtr0303048	5.52627	15.3649	9.69739	8.94692	9.1877	12.2292
FBtr0310657	26.3203	27.9442	22.8285	21.7168	24.773	22.7708
FBtr0310658	0	0	0	0	0	0
FBtr0310659	3.28258	2.34246	2.58494	2.2178	1.64876	4.75711
FBtr0333801	2.9936	3.68287	3.27825	1.9006	0.526657	1.90687
FBtr0333802	0	0	0	0	0	0
FBtr0070346	9.47963	6.99143	7.30025	6.75905	8.94709	7.27476
FBtr0333803	0	0.196519	0.0801828	0.173798	0.347558	0.112104
FBtr0070347	18.3919	16.6002	16.3985	15.1266	15.0319	14.378
FBtr0070349	1.5657	1.60568	1.13468	1.30466	1.23236	1.14871
FBtr0070350	0	0	0	0	0	0
FBtr0070351	16.0136	17.4276	23.1	19.4752	19.2307	15.4248
FBtr0070352	0	0	0	0.133986	0	0
FBtr0070353	13.7453	19.7072	13.3724	12.74	9.86584	16.1282
FBtr0070354	0.141866	0	0	0	0	0
FBtr0332580	2.29376	9.50262	13.6199	7.21118	12.56	17.8238
FBtr0305583	15.3296	9.40617	10.545	12.8236	6.09738	5.40492
FBtr0070355	0.426807	2.23294	1.86962	0.843413	0.716735	0.854752
FBtr0070362	4.74038	6.29097	4.94631	4.78892	4.25776	5.13378
FBtr0070363	0.00057559	0.000367569	0.000521503	0.000560273	0.0010779	0.000623295
FBtr0070364	50.753	29.1725	21.1547	30.71	35	28.8957
FBtr0331385	9.39071	6.55884	7.15709	5.37411	3.37464	3.65559
FBtr0070365	33.959	24.2276	18.968	15.1696	21.1519	15.5665
FBtr0345510	2.97725	2.88571	3.60975	3.87883	2.29954	3.84978
FBtr0070366	10.1332	6.11408	8.36534	2.84858	8.99476	6.03519
FBtr0339601	0	3.36991	0.00805697	6.29245	0.00166854	3.57925
FBtr0070367	0	0	0	0.455346	0.201967	0
FBtr0070368	13.5096	12.8506	10.7403	10.4073	10.0684	11.976
FBtr0070369	0.00037975	9.6042e-06	0	0	0	0
FBtr0070370	0.256026	0.576541	5.76971e-06	2.39886e-05	0.000120036	0.000277446
FBtr0339494	0.322741	0.0020636	0.391244	0.388252	0.389405	0.448786
FBtr0070371	5.83301	5.56244	0.00216658	6.17487	4.61074	0.00207388
FBtr0301926	23.61	29.1824	32.481	27.9441	23.0157	34.3687
FBtr0070372	10.5275	9.61871	11.4884	7.19349	0.00195526	10.2661
FBtr0333511	12.5133	4.28929	3.54753	9.49529	16.2839	3.21584
FBtr0309970	0	0	0	0	0	0.0882286
FBtr0070375	45.1989	44.0009	47.6771	40.4792	39.372	35.8203
FBtr0070376	0	0	0	0	0	0
FBtr0070377	0.501685	0.136758	0.0755833	0.285129	0	0.130013
FBtr0333754	55.099	49.6591	61.3024	60.1457	76.459	63.8801
FBtr0333755	4.77234	6.12825	2.69486	2.66101	6.03572	15.6119
FBtr0070378	7.05807	10.1184	8.36906	8.71396	7.66738	10.1315
FBtr0070379	7.94214	8.02864	7.93078	8.63497	8.85916	6.39933
FBtr0070380	2.91461	5.74367	0.00870822	3.48134	17.3645	16.4857
FBtr0333260	43.133	32.5998	31.7486	24.3234	29.154	21.9974
FBtr0070381	39.0099	44.1059	34.606	40.7559	27.4839	36.2669
FBtr0070382	1.37879	0.287087	1.48691	0.869311	0.709958	0.594256
FBtr0070383	5.44811	3.50596	2.67026	2.00652	2.84408	1.15037
FBtr0070384	3.48547	1.76996	1.79995	3.15309	1.83063	2.29734
FBtr0331410	12.5341	18.0866	12.8462	14.3035	11.2692	14.377
FBtr0070385	14.8815	9.36783	9.57811	9.41331	6.83773	13.5485
FBtr0310076	16.9904	11.3442	7.07434	9.38246	25.3203	12.9361
FBtr0310500	0	0	0	0	0	0
FBtr0310501	0	0	0	0	0.186422	0
FBtr0070386	49.2191	26.9547	28.7292	25.5197	34.6635	31.1099
FBtr0343049	2.90732	2.35755	1.35253	1.38477	2.71515	2.2434
FBtr0070387	13.2477	15.4174	13.1074	14.506	10.829	12.8393
FBtr0345609	5.5113	4.33956	5.63884	3.7154	5.24567	3.17497
FBtr0070388	1.29188	0.614433	0.649129	0.68349	0.940008	0.70535
FBtr0070389	13.5529	20.2735	17.9681	19.1827	12.3982	19.7724
FBtr0070390	16.8112	14.5375	9.68753	9.3147	9.58055	11.682
FBtr0345607	0	0	0	0	0	0
FBtr0290085	0.000107106	0.122899	1.3438	1.45141e-05	0.00198704	5.57576e-05
FBtr0342764	1.85809	0.531473	0.00401338	0.462623	1.34445	1.31289
FBtr0070392	0	0	0	0	0	0
FBtr0345608	0	0	0	0	0	0
FBtr0070393	4.10528	2.53863	3.87923	4.80574	3.5789	2.8881
FBtr0342765	0.000883238	2.83856	1.1488	0.00621053	1.47423	2.20536
FBtr0332380	0.302631	0	0.116971	0	0	0
FBtr0342766	0.000635424	0.00042649	0.000665089	0.000183674	0.0099458	0.000535005
FBtr0344153	0	0	0	0	0	0
FBtr0332381	3.62699	4.78453	4.42154	4.51111	4.42993	5.17554
FBtr0070396	17.555	20.8909	18.1412	15.591	17.8426	18.1069
FBtr0070397	0.19645	0.0467172	0.379653	0.415742	0.164934	0.10726
FBtr0070398	5.60058	6.89089	5.45879	5.7458	4.90653	6.61426
FBtr0070399	0.0726124	0	0.0841971	0.0307341	0.0406429	0.118937
FBtr0070401	8.22977	9.93938	8.80806	8.35052	5.88454	6.97692
FBtr0344007	0.15751	0.0498689	0.0405555	0.0443655	0.176007	0.286239
FBtr0070402	0.242656	0	0.133842	0	0	0.962129
FBtr0070403	0.388265	0.0535206	0.195118	0	1.16525	0.450057
FBtr0070404	0	0	0	0	0.000325207	0
FBtr0307284	19.2496	11.4628	14.6609	18.2918	16.0185	19.5242
FBtr0307285	0	0.164743	0	0.000333862	0	0.000498195
FBtr0343597	0.00039341	14.2756	7.61628	1.29149	0.141766	3.17895
FBtr0070405	6.1392	2.53424	2.05925	1.64563	5.05705	1.64367
FBtr0333730	0	0	0.000263243	1.36737	0	0.000774318
FBtr0070406	83.8497	94.1626	92.5853	70.9516	73.3565	106.788
FBtr0303997	0	0	0	0	0	0
FBtr0303998	0.710629	1.10118	0.374205	1.20476	1.37478	0.629078
FBtr0333731	0	0	0	0	0	0.143855
FBtr0070407	0	0	0	0	0	0
FBtr0308937	3.2279	3.57519	3.07633	2.69501	1.83145	3.28337
FBtr0070408	2.03885	1.48439	0.897662	1.08574	1.15005	0.441198
FBtr0332962	25.2192	23.9906	23.6569	22.1082	26.3043	23.5007
FBtr0070411	9.38051	17.4035	9.59994	10.6864	4.71762	14.4358
FBtr0300792	10.2556	10.1547	10.1306	9.22036	12.0778	9.77955
FBtr0070412	0.00757763	0.402038	7.11529	5.21866	0.00109433	0.00653788
FBtr0346648	11.3189	7.85957	7.60263	8.23901	14.9074	6.44799
FBtr0300793	0.472124	0	0.73106	0	0	1.03106
FBtr0345315	18.9465	24.678	13.1529	11.8288	19.2822	18.06
FBtr0070414	5.64646	4.15932	4.36136	2.38926	4.267	4.46781
FBtr0345316	21.8103	18.9531	20.8858	20.2139	22.3421	21.3094
FBtr0070415	0.0141488	6.41395	5.76842	5.84809	5.8328	4.57737
FBtr0340208	7.07512	0.0053555	0.00532251	0.0052899	0.232276	1.11128
FBtr0070417	0.396378	0.75708	0.306562	2.36065e-05	0.887615	0.868585
FBtr0342768	2.5879	0.988288	1.73408	1.70079	2.25933	1.44855
