FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBtr0342737	2.24674	1.3026	0.448996	0.00178702	0.603199	0.917249
FBtr0330317	0	0	0.445013	0	0	0
FBtr0330318	0.102077	0.0555202	0	0.0729487	0.0724604	0
FBtr0330319	1.02102	0.986984	0.0012403	1.30982	0.00147013	0.000783469
FBtr0330320	0.492178	0.324544	0.270697	0.120733	0.218106	0.440883
FBtr0070225	55.58	62.6505	52.6194	53.7355	46.6756	56.6934
FBtr0332291	0.00162965	0.00171676	0.00157837	0.00279965	0.00389591	0
FBtr0332292	0.819656	0.306554	1.18234	0.490392	0.517196	0.00360926
FBtr0070230	2.42668	2.07799	1.99505	2.05852	2.64033	3.01195
FBtr0070231	0.654539	0.977908	0.989369	1.05865	0.603793	1.0102
FBtr0070233	42.8086	38.5887	28.9267	36.3421	36.5189	41.7323
FBtr0070234	0	0.0952661	0.0993033	0.0531286	0.0666632	0
FBtr0070235	0	0	0	8.76826e-05	0	5.9465e-05
FBtr0342738	5.23552	5.56865	4.94378	4.85565	5.15158	4.69625
FBtr0332287	0	0	0	0	0	0
FBtr0070236	1.52141	1.65859	0.960971	1.42551	1.28949	1.63899
FBtr0070237	1.17605	0.304787	0.81517	0.610114	0.573237	0
FBtr0332288	2.68184e-05	0	0.00015219	0	0.00231645	0
FBtr0070238	0.209276	0.000512066	0.000554287	0.102569	0.000658393	0.000560671
FBtr0342730	0	0.103121	0.0966666	1.87661e-06	0.0863597	0.220046
FBtr0070239	1.96057	1.59356	0.746509	0.72957	1.62197	1.82592
FBtr0070241	7.94416	6.00782	5.81537	4.18801	10.9166	13.4548
FBtr0342731	0	0.000487226	0	0.00412436	0	0
FBtr0310282	0	0	0	0	0	0
FBtr0310283	0	0	0	0	0	0.000606583
FBtr0303264	13.7157	21.8387	19.8599	24.4798	10.4744	11.0966
FBtr0302877	0.24389	0	0.223371	0.238922	0	0
FBtr0070244	9.72468	10.288	9.81159	17.7867	9.56157	8.41973
FBtr0345507	6.48572	10.1984	7.79565	0.0617252	7.29465	8.48371
FBtr0070245	0.809681	0.469	0.252866	0.487033	0.271603	0.550809
FBtr0070250	6.96469	5.52774	4.6504	5.48585	4.95157	5.02356
FBtr0345522	0.228322	0.28619	0.387381	0.130127	0.483428	0.335621
FBtr0070251	0	0.0444207	0	0	0	0
FBtr0070252	0	0.0302632	0	0	0	0.03221
FBtr0070253	3.50815	3.19183	9.65077	8.11192	10.3262	10.2561
FBtr0339576	1.69851	0.689506	0	1.66305	0.711796	1.43137
FBtr0339577	8.63595	5.63808	0.000296608	0	0	0.00212986
FBtr0300352	0	0	0	0.00222733	0	0
FBtr0345508	1.05163	1.63159	0.81603	0.632613	1.29714	1.35999
FBtr0070254	2.51017	2.59997	1.56039	2.47775	1.21293	3.27035
FBtr0070257	0.168505	0.0987265	0	0	0	0.105078
FBtr0070259	16.3399	20.9896	19.0088	16.3782	17.6937	16.0304
FBtr0339589	1.47927	0.917202	2.48081	1.70031	1.42322	1.77084
FBtr0070260	2.64928	3.56922	2.30729	2.22294	2.2972	2.51984
FBtr0339591	0.138279	0.152017	0.316855	0	0.127681	0.161822
FBtr0339590	18.4865	18.6743	14.7391	17.9154	14.9463	18.8756
FBtr0070269	3.61088	3.34975	3.03225	3.0971	3.70104	3.53393
FBtr0070270	12.1738	11.6037	8.52028	9.85574	8.59784	15.2219
FBtr0333115	1.66667	1.68451	1.98714	2.47462	3.23022	2.76977
FBtr0273400	0	0.0426337	0.142888	0.00932312	0	0
FBtr0308320	0.0167737	0.0258899	0	0.0288744	0	0.0313829
FBtr0070272	0.970252	0.830267	0.631544	0.275313	0.659495	0.50155
FBtr0070277	0	0	0	0	0	0
FBtr0302174	0.0163716	0.00522971	0.00508589	0.032657	5.62383	9.07584
FBtr0302175	0.125272	0.0661725	0.0460395	0.0952652	0.0328218	0.0466387
FBtr0345509	13.1551	16.4223	14.4371	15.648	4.53228	4.43764
FBtr0070278	0	0	0	0	0	0
FBtr0344154	0	0	0	0	0	0
FBtr0070279	3.7191	2.36049	2.54829	3.04045	2.39915	2.83372
FBtr0330407	0.000116751	3.25619e-05	0.00142263	0.00167706	0	8.0844e-05
FBtr0333116	0	0.328659	0	0	0.521106	0
FBtr0070283	12.4664	11.5601	8.20229	11.9306	7.89731	11.059
FBtr0070284	0	0	0	0	0.00859456	0
FBtr0343517	1.89875	1.63409	1.45976	1.96935	1.29255	1.80668
FBtr0303587	4.00632	4.55525	4.504	3.00736	3.05717	3.83077
FBtr0070285	0.193321	0.5097	0.354212	0	0.238423	0.361972
FBtr0070289	0	0.548927	0.302346	0	0	0
FBtr0070290	327.116	294.549	323.977	265.147	325.203	332.281
FBtr0339593	5.55814	0	0.598505	7.956	0	3.44078
FBtr0339594	3.56222	2.98064	1.40482	0	1.53308	1.73972
FBtr0070293	0.0218766	0.544237	0.155776	0.00057676	0.209989	0.170269
FBtr0070294	0.959924	0.452084	0.454076	0.7468	0.608871	0.928656
FBtr0070295	0.459268	0.807225	0.420716	0.337633	0.635488	0.69806
FBtr0070296	1.58844	0.91043	1.42352	1.48935	1.40158	1.4858
FBtr0070298	0.147937	0.130014	0	0	0	0
FBtr0070301	0.0822367	0	0	0	0	0
FBtr0070308	5.63559	4.68151	3.25312	4.31347	4.46278	4.08572
FBtr0114454	0	0	0	0	0	1.35377
FBtr0070310	1.18401	1.08107	1.16912	1.34148	1.22787	1.27676
FBtr0339600	0	0	0	0	0.00147572	0.0033585
FBtr0070311	21.7834	24.2506	16.5683	21.9122	15.4363	21.2058
FBtr0070312	15.4409	14.9879	11.461	12.9413	10.7714	13.2729
FBtr0070313	0	0	0.55231	0	0.495064	0.187621
FBtr0331384	22.8729	17.9617	17.2118	13.1286	17.0451	22.0201
FBtr0070314	0	0	0	0	0	0
FBtr0332579	10.0099	8.30125	8.28971	9.97848	9.04333	7.67037
FBtr0070315	2.49083	2.08228	2.21226	1.68233	2.01751	2.14519
FBtr0070316	0.291547	0.592217	0	1.96279	0	2.09796
FBtr0344155	13.948	11.9958	11.5847	10.4432	12.0508	13.2368
FBtr0070317	4.95947	0.64529	5.84063	6.2425	3.56817	2.72234
FBtr0332586	3.64108	9.08755	2.98022	2.33054	3.64251	5.36117
FBtr0070320	0	0	0	0	0	0
FBtr0070318	1.2467	1.35937	1.88899	0.836758	1.78824	1.1229
FBtr0070319	5.64944	4.90456	4.13084	3.95682	3.07316	4.4138
FBtr0332587	0	0	0	0	0	0
FBtr0332588	0.868023	0.248642	0.198895	0.26227	0.903591	0
FBtr0070321	3.22961	2.98265	2.65774	1.93167	2.42377	2.35529
FBtr0070328	0.110456	0.194193	0.657718	0.216602	0.271712	0.206637
FBtr0070330	0.000378217	0	1.89004	0.696644	2.05318	1.58679
FBtr0344156	2.47242	2.6927	0.666624	1.16347	0.196683	0.827803
FBtr0070331	7.40215	8.7341	6.02759	5.97947	6.74397	6.41097
FBtr0070334	2.36554	2.71344	2.88479	3.71868	3.01793	2.4193
FBtr0070335	1.65791	0.775558	2.12832	1.50489	2.5139	1.15042
FBtr0070336	0.687539	0.672051	0.000928511	0	0.140139	0.43542
FBtr0070337	12.8483	14.9792	16.057	10.715	11.8328	9.68158
FBtr0300254	0	0.412079	0.530348	0	0	0.41792
FBtr0300255	0.29465	0.140631	0.156771	0.345813	0	0.147185
FBtr0302435	0	0	0	0	0	0.3092
FBtr0070338	0.206473	0	0	0.0674646	0	0
FBtr0070339	9.22149	8.66928	6.46002	6.83363	6.79536	6.7652
FBtr0070340	6.60222	7.28103	9.41036	8.65155	8.81028	7.56534
FBtr0070341	8.46292	0	0	0	0.00982092	0.00667455
FBtr0303043	9.55948	0.659467	0.102945	0.00528152	0.73181	0.0192106
FBtr0303044	2.31513	0	0.0399361	15.9532	0.375937	22.7648
FBtr0303045	3.54854	10.7522	11.7218	11.2532	11.9197	9.70835
FBtr0310288	0.00298283	15.3827	17.8036	0.0958973	14.4289	0.0975435
FBtr0310289	1.20744	0	0.570579	3.0229	0	0
FBtr0070342	0	0	0	0	0	0
FBtr0310443	2.55956	2.31195	4.4942	3.06669	3.49796	3.52475
FBtr0070345	0.614304	0.628035	0.240795	0.411564	0.292625	0.0754738
FBtr0070343	0	0	0	0	0	0
FBtr0070344	0	0	0	0	0	0
FBtr0303048	12.2475	11.5217	11.3714	11.7127	7.53279	12.9352
FBtr0310657	25.9797	29.3511	20.8455	27.2839	26.7168	30.1042
FBtr0310658	0	0	0	0	0	0
FBtr0310659	0.27481	0.308213	0.809649	0.141197	1.10692	0.175304
FBtr0333801	2.35783	1.45054	0.432041	1.77882	1.16019	1.32329
FBtr0333802	0	0	0	0	0	0
FBtr0070346	6.21859	6.12662	4.91905	5.22479	7.27839	6.62947
FBtr0333803	0.196535	0	0.174247	0.476734	0.243721	0.0912711
FBtr0070347	14.6674	13.498	11.9889	13.1189	13.3025	12.9805
FBtr0070349	1.15614	1.09736	0.889668	0.72531	0.824764	0.908404
FBtr0070350	0	0	0	0	0	0
FBtr0070351	16.2592	18.2393	14.4711	14.0807	13.6844	12.2617
FBtr0070352	0	0	0	0	0	0
FBtr0070353	16.047	14.9271	8.09417	10.128	11.5009	14.833
FBtr0070354	0	0	0	0	0	0
FBtr0332580	11.5433	6.69276	14.3363	19.4968	10.5673	12.331
FBtr0305583	2.96425	11.9576	10.2008	8.76049	7.56309	11.0722
FBtr0070355	0.874051	3.19084	1.7862	0.52725	0.41348	0.503121
FBtr0070362	4.52967	4.5375	4.05947	4.42221	3.83951	4.55875
FBtr0070363	0.000540621	0.000282648	0.000521487	0.000418282	0.00114533	0.00071793
FBtr0070364	26.7449	23.0083	26.6509	17.1016	29.826	26.3854
FBtr0331385	9.58247	7.26292	6.01179	3.81734	0	6.18011
FBtr0070365	21.1989	17.013	13.8236	12.0611	15.4686	14.9204
FBtr0345510	3.47523	4.34969	3.17716	3.08122	3.89248	2.32069
FBtr0070366	6.22477	7.44977	3.45529	6.91682	7.44715	7.42697
FBtr0339601	2.42515	0	4.42595	1.61364	0	1.64019
FBtr0070367	0.174881	0	0	0	0.200323	0
FBtr0070368	12.1845	10.387	9.64982	10.3255	10.2946	12.362
FBtr0070369	0.000348182	0.000318813	2.01789e-06	0.221074	0	0
FBtr0070370	0.108429	0.368444	1.94945e-05	6.16879e-05	0.00037662	0.00119569
FBtr0339494	2.08286e-06	0	0.191709	0.237149	0.532865	0.152667
FBtr0070371	6.95739	6.2058	6.14181	4.18255	3.46891	2.35539
FBtr0301926	18.453	19.5987	16.1914	18.7314	14.8834	23.7972
FBtr0070372	2.67138	14.0882	11.9394	7.43507	2.90495	10.8706
FBtr0333511	9.54985	0.85945	0.928735	2.53841	10.5556	2.16534
FBtr0309970	0	0	0.209874	0.149714	0.281781	0.0714313
FBtr0070375	31.8144	39.6798	39.2235	32.0729	35.4401	29.9369
FBtr0070376	0	0	0	0	0	0
FBtr0070377	0	0	0.0650126	0.148475	0	0
FBtr0333754	65.3347	66.8857	66.5253	58.7953	77.8032	75.9855
FBtr0333755	0	0.439604	0.221442	0	1.0153	3.57067
FBtr0070378	4.4789	5.17808	5.02012	5.90469	7.27953	8.46172
FBtr0070379	5.1665	5.14092	6.88196	6.16512	7.29511	4.81185
FBtr0070380	0	0.537915	0	0	4.09669	2.89858
FBtr0333260	45.8	43.056	37.2852	37.1936	34.2241	36.0729
FBtr0070381	29.2176	24.8214	25.6918	33.0295	28.8392	38.5699
FBtr0070382	0.514331	0.429509	0.565964	0.504595	0.754974	1.39556
FBtr0070383	3.01738	2.39916	3.39029	1.97146	3.20496	4.37117
FBtr0070384	2.1998	3.47831	4.23359	2.80503	2.97889	1.86334
FBtr0331410	8.45606	10.3906	13.9606	10.152	6.84909	11.0683
FBtr0070385	15.3784	10.2758	7.16184	7.6486	7.81116	7.32873
FBtr0310076	5.50712	9.65424	9.68488	5.9949	12.8798	10.427
FBtr0310500	0	0	0	0	0	0
FBtr0310501	0	0	0	0	0	0
FBtr0070386	33.9576	23.9439	26.5889	24.7247	36.0704	34.8587
FBtr0343049	4.13207	2.42476	3.9351	2.36065	1.87864	1.20726
FBtr0070387	9.41521	8.08205	6.47622	9.00498	7.61935	10.2851
FBtr0345609	3.08419	6.39744	7.19577	4.7225	4.62274	3.61804
FBtr0070388	1.70947	1.1536	0.950804	1.01739	0.863561	0.970828
FBtr0070389	14.084	14.4961	12.6183	18.6326	13.2991	20.1957
FBtr0070390	6.64471	6.85528	6.88114	5.66385	4.97471	6.48558
FBtr0345607	0	0	0	0	0	0
FBtr0290085	2.61177	4.7959e-05	0	0.000152756	0	0.581068
FBtr0342764	6.50526e-05	2.36064	1.13571	1.21513	1.01655	1.20611
FBtr0070392	0	0	0	0	0	0
FBtr0345608	0	0	0	0	0	0
FBtr0070393	2.82954	3.00991	3.31011	3.8156	4.08596	2.11705
FBtr0342765	1.29741	1.73792	1.08812	0.98192	1.10615	3.7589
FBtr0332380	0	0	0	0.070097	0	0
FBtr0342766	0.00126425	0.000100277	0.000963448	0.000365937	0.00185572	0.00430383
FBtr0344153	0	0.000138629	0	0	0	0
FBtr0332381	3.56463	3.4441	3.52081	3.88209	3.80131	3.80155
FBtr0070396	15.5511	16.2754	12.4973	14.138	12.1253	13.1663
FBtr0070397	0.32494	0.285573	0.1701	0.182012	0.0570948	0.0868411
FBtr0070398	6.24291	5.5877	3.97963	5.16076	4.49389	7.26576
FBtr0070399	0.068632	0.0904751	0	0.0336377	0.126622	0.0320987
FBtr0070401	7.82757	8.84935	6.99452	7.14625	5.97113	6.86741
FBtr0344007	0.14868	0.130746	0	0.194578	0.182859	0.0464274
FBtr0070402	0	0	0	0	0	0
FBtr0070403	0	0.0582129	0.149186	0.111132	0.818228	0.420902
FBtr0070404	0	0	0	0	0.000941666	0
FBtr0307284	16.5383	12.1999	15.4182	11.9104	13.3177	12.7414
FBtr0307285	0.646836	0	0	0	0.33746	2.35649
FBtr0343597	1.74181	8.80883	0	5.59448	0	0.000838282
FBtr0070405	3.17498	1.72377	2.30656	2.03908	2.82787	2.55973
FBtr0333730	4.81005e-05	0.448645	0.000300156	0	0	0.000567666
FBtr0070406	54.6691	53.4099	48.4177	50.4001	63.1512	66.8007
FBtr0303997	0	0	0	0	0	0
FBtr0303998	0.474652	0.266971	0.781875	0.152106	0.476991	0.213164
FBtr0333731	0	0	0	0	0	0
FBtr0070407	0	0	0	0	0	0
FBtr0308937	0.961252	1.39575	1.49318	2.00742	1.49073	1.56372
FBtr0070408	1.15006	1.01144	0.833228	0.917173	0.834997	1.1679
FBtr0332962	23.5432	22.3027	21.1167	17.557	20.1256	23.1739
FBtr0070411	8.068	8.33786	6.59089	6.6073	4.72112	7.16334
FBtr0300792	9.7551	8.37804	9.11432	7.62562	8.81216	7.36154
FBtr0070412	4.08516	22.1695	1.83325	9.52362	0.000687079	1.43649
FBtr0346648	9.94813	7.88263	10.164	8.06699	11.1766	7.06085
FBtr0300793	0	0.384748	0	0	0.548854	0.417618
FBtr0345315	17.3256	0.23345	17.0252	9.34686	17.98	18.0156
FBtr0070414	5.46829	5.6235	5.13185	5.09715	3.77479	2.8686
FBtr0345316	24.4982	20.6032	21.1797	20.6476	23.6296	25.4543
FBtr0070415	4.13076	7.61506	0.0205071	7.05668	7.58377	5.80903
FBtr0340208	3.90799	0.189038	7.34074	0.209864	0.245205	2.58098
FBtr0070417	0.373998	0.973838	0.345024	2.49392e-05	0.46362	0.35116
FBtr0342768	1.52437	1.02891	1.84105	1.9147	2.33792	1.98263
FBtr0070418	5.20138	6.04054	5.63709	5.30347	5.51213	8.10156
FBtr0070419	1.04585	1.25918	0.336142	0	0.912289	0.30421
FBtr0342769	1.34536	0.529629	0.875493	1.68533	0.397982	1.69333
