FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBtr0343759	0.175384	0	0.116628	0.14905	0.296523	0
FBtr0070135	120.315	132.879	106.943	123.309	118.271	115.261
FBtr0070136	73.4481	125.336	106.111	70.196	160.503	242.879
FBtr0070137	36.1062	29.299	33.5144	32.6473	28.1153	28.9838
FBtr0070138	0.642572	0.87715	0.367467	0.970868	0.496929	1.04496
FBtr0112928	1.25047e-05	1.50749e-05	0.22461	0	0.552975	0
FBtr0345511	0.374395	0.149171	0.41903	0.227238	0.155417	0.179917
FBtr0070140	9.55176	12.4572	10.0711	7.45247	10.4391	10.5185
FBtr0343325	6.66894	6.25447	6.68115	5.70049	6.64814	5.9018
FBtr0070142	0	0	0	0	0	0
FBtr0290198	0.0853003	0.03907	0.0340211	0.159053	0	0.137066
FBtr0070145	0	0	0.0521044	0	0	0.0349867
FBtr0070146	11.5498	11.8976	10.9093	11.4098	10.6749	10.4389
FBtr0070147	15.5151	13.017	13.4769	12.4481	11.4979	9.22911
FBtr0070148	1288.64	726.324	1312.11	1866.11	1164.64	1356.35
FBtr0070149	0.038335	0.0351469	0	0	0	0.0821401
FBtr0070150	0	0	0	0	0.0650208	0
FBtr0070151	10.4519	9.52966	8.78395	8.3563	7.72767	9.03409
FBtr0308652	0.596364	0	0.0915899	0.191781	0.717377	0.131334
FBtr0070155	1542.47	1063.26	1018.42	1152	1130.68	1050.17
FBtr0070156	506.601	465.693	380.343	279.389	364.415	258.469
FBtr0070157	23.3897	25.0631	9.34383	12.2031	22.1312	8.79277
FBtr0070158	33.3395	27.5145	30.4381	34.5316	27.9279	39.7008
FBtr0345321	244.226	142.32	331.559	531.125	279.208	547.173
FBtr0070159	206.495	206.147	185.558	129.392	217.309	190.206
FBtr0070160	11.7576	4.3404	6.43916	8.34398	8.26087	8.08347
FBtr0070161	0.105289	2.98823	0.00243979	2.29262	1.50781	0.716282
FBtr0110791	1.71239	0	1.11211	0.314863	1.61799	0.00488693
FBtr0339430	1.27997	0.86499	1.04514	2.37843	1.47697	1.77315
FBtr0339431	2.02055	0.00762018	1.27087	0.000453649	0.827334	1.26093
FBtr0339432	9.28283	5.27566	6.0921	4.40544	4.72355	8.22989
FBtr0339433	0	0.854979	0.592961	0.048542	0.000142067	0
FBtr0339434	0	0	0	0	0	0.0761412
FBtr0110804	0	0	0	0	0	0
FBtr0070163	0	0	0	0	0	0
FBtr0070164	0	0	0	0	0	0
FBtr0310165	0	0	0	0	0	0
FBtr0070165	20.3434	16.2465	17.1637	17.5074	21.1848	18.3002
FBtr0307181	7.83979	7.16167	7.15168	5.33999	6.72809	5.57437
FBtr0345512	0.396595	0.508476	0.632613	0.591862	0.585919	0.509774
FBtr0070167	0.738009	0.0869832	0.0755095	0.109276	0.115221	0
FBtr0070168	0	0	0	0.208012	2.08526	0.920122
FBtr0070169	0	0.354823	0.409618	0.236936	0.514273	0
FBtr0307182	18.4341	16.6001	17.2111	25.0179	13.5176	19.2001
FBtr0332589	4.09257	5.80024	5.04941	0.000598847	5.93901	0.834933
FBtr0070170	1.04363	0.906996	1.25939	1.24742	1.53139	1.77729
FBtr0070171	0	0.205591	0.179023	0	0	0
FBtr0070172	0	0	0	0	0	0
FBtr0070173	6.90864	4.3905	5.13197	6.96424	4.66322	6.56814
FBtr0070179	187.747	241.3	195.063	205.601	210.053	232.097
FBtr0070180	0	0	0.579371	0.169289	0	0
FBtr0070181	0	0	0	0	0.134603	0
FBtr0113327	1.71892	1.98119	1.52562	0.857796	1.10692	0.888297
FBtr0331340	13.5335	19.091	18.0494	12.0647	18.7752	14.4782
FBtr0070182	6.93547	6.75776	4.43409	4.43172	7.14493	5.45386
FBtr0070183	24.8482	28.6605	30.0825	25.4358	31.5848	28.3846
FBtr0070184	0	0.183548	0	0.186805	0.554832	0
FBtr0070185	0	0	0	0	0.0257763	0.0299166
FBtr0342734	0	0	0	0	4.3902e-06	4.07892e-06
FBtr0070186	7.70429	12.3883	13.141	21.7776	12.1799	11.6773
FBtr0070187	7.17682	8.8702	7.03332	4.8855	7.75998	8.4447
FBtr0070188	12.535	13.7794	11.9352	8.97822	14.582	12.8312
FBtr0070189	0	0	0	0	0.0718213	0
FBtr0331301	0	0	0	0	0	0
FBtr0070195	2.66108	3.96126	3.07792	0.868541	0.982732	1.14026
FBtr0310459	0	0	0	0	0	0
FBtr0336688	0.627003	0.527997	0.691942	0.50897	0.935262	0.468771
FBtr0070197	3.61136	1.90312	3.24688	2.12548	2.84312	2.42518
FBtr0310611	0.737163	0.773174	0.168515	0.295945	0	0.567704
FBtr0345513	0.966096	0.144156	0.39099	0.673704	0.54512	0.371213
FBtr0070198	0	0	0	0	0	0
FBtr0342727	0	0	0	0	0.0813897	0.0472295
FBtr0070199	0	0	0.033908	0.0396309	0	0
FBtr0310612	0	0	2.71571e-05	3.17406e-05	0	0
FBtr0070200	0.215714	0.316171	0.378556	0	0.199109	0.0924327
FBtr0070201	0.0207471	0	0	0.0193477	0.0191343	0.0669818
FBtr0345506	0.000137722	0	0	0.000123644	0.000142349	0.000147745
FBtr0070202	0.175907	0.0402851	0.0526189	0.0409998	0.162366	0.117774
FBtr0070203	0	0.0341652	0	0	0	0
FBtr0070204	0	0	0	0	0	0
FBtr0070205	0	0	0	0	0	0
FBtr0342728	0	0	0	0	0	0
FBtr0070206	0.423207	0.0777478	0	0.158724	0.0790027	0.0923528
FBtr0342729	0.247362	0.229411	0.481896	0.591281	0.291922	0.193792
FBtr0070207	0.131129	0.210213	0.0719116	0.0840487	0.143729	0.175588
FBtr0070209	13.4312	14.1956	10.9421	12.1303	11.8297	12.5806
FBtr0310619	2.36183	0	0.00032921	0.000169885	0	0.000256009
FBtr0070211	0	0	0.364511	0	0	0
FBtr0303284	0	0.0675615	0	0.41256	0.340401	0.158013
FBtr0070212	4.95338	6.27628	5.52061	4.10017	7.13587	6.37247
FBtr0070213	0.213873	0	0	0.398791	0.19741	0
FBtr0070215	0	0	0	0	0	0
FBtr0339772	0	0.322265	0	0.327884	0.874587	2.02567
FBtr0339773	8.81725	41.8141	27.0588	7.97352	28.2352	11.9273
FBtr0339774	35.878	19.8779	24.2654	30.4602	24.9498	32.9325
FBtr0070216	28.8423	62.1189	35.6457	14.1186	34.5643	15.0777
FBtr0070217	7.94273	2.55009	4.08632	3.86141	2.58888	1.97164
FBtr0070218	22.5033	12.2021	27.9644	42.4459	26.8	48.7701
FBtr0070219	0.490072	0.449798	0.665725	0.987393	0.763167	0.263118
FBtr0070222	0	0	0.0473242	0	0	0
FBtr0342735	0.494647	1.47421	0.000434502	0.134416	1.45177	1.21502
FBtr0342736	2.66646	3.18499	4.18366	0.0703405	0.00780672	3.1414
FBtr0342737	2.98235	1.89589	2.10494	1.22534	1.91357	2.7725
FBtr0330317	0	0	0	0	0.430184	0
FBtr0330318	0.0341863	0	0	0.0310446	0.144055	0
FBtr0330319	1.11856	1.16831	0.813184	3.53573	3.80509	0.00146216
FBtr0330320	0.455386	0.297706	0.404061	0.417612	0.407673	0.602215
FBtr0070225	62.0712	80.8329	67.3719	63.1909	66.5508	70.0897
FBtr0332291	2.63201	0	2.26965	0.00285597	0.00121989	0.00152769
FBtr0332292	1.26788	0.385839	0.988604	1.00704	1.23758	1.35743
FBtr0070230	3.22177	3.31271	2.13724	2.26809	3.48962	3.64498
FBtr0070231	0.657068	1.14047	0.965501	0.580349	0.798012	0.815015
FBtr0070233	48.3068	49.5742	49.5239	45.8881	51.4068	50.5034
FBtr0070234	0.286362	0.20986	0.045685	0	0.105728	0.122705
FBtr0070235	0	0.000882523	0	0	0	0
FBtr0342738	8.5255	7.79589	7.30981	8.02776	6.23254	6.42795
FBtr0332287	0	0.000165697	0	0	0	0
FBtr0070236	1.55073	2.03031	1.28247	1.81027	1.68909	1.66304
FBtr0070237	1.79138	0.988962	1.34629	0.67942	1.92873	0.338331
FBtr0332288	0	0.000137752	0.000305871	2.56773e-05	0	0.000857489
FBtr0070238	0.184245	0.000568377	0.0293995	0.000542682	0.000620175	0.000665457
FBtr0342730	4.05155e-05	0.0793307	5.57026e-07	0.0923922	0.0913878	0.0660705
FBtr0070239	1.99045	0.738892	1.37236	0.422173	1.35828	1.64875
FBtr0070241	1.51293	1.83551	3.31248	4.41169	11.6651	13.035
FBtr0342731	0	0	0	0.000431009	0.000636856	0
FBtr0310282	0.155551	0	0.128633	0	0	0
FBtr0310283	0	0	0	0	0	0
FBtr0303264	27.5883	38.2739	37.4543	25.8094	18.0828	19.0516
FBtr0302877	0.257893	0.472523	0	0.480246	0	0
FBtr0070244	10.629	17.9294	23.7399	8.90814	15.2353	17.6681
FBtr0345507	13.2056	7.54919	3.25648	19.9267	12.4884	10.2988
FBtr0070245	1.22505	1.67441	1.14782	0.960833	1.52561	1.35398
FBtr0070250	7.43432	7.56954	6.51565	5.94685	7.82469	5.95231
FBtr0345522	0.244266	0.506282	0.519836	0.192497	0.351395	0.225557
FBtr0070251	0	0.0244633	0.021302	0.0497947	0.073948	0
FBtr0070252	0	0	0	0.0339244	0	0.0389797
FBtr0070253	7.53331	8.86587	11.5234	3.08003	12.4264	8.60417
FBtr0339576	1.31217	1.72003	2.08567	1.15705	1.00673	1.30873
FBtr0339577	7.97448	4.74958	2.45481	10.9192	1.97263	2.66902
FBtr0300352	0	0.000234018	0.0010764	0	0	0.000590799
FBtr0345508	0.854429	0.858591	0.408545	0.23886	1.18211	0.365829
FBtr0070254	1.61044	2.97362	2.27009	1.05983	1.5739	2.13107
FBtr0070257	0	0	0	0.0553352	0	0.127162
FBtr0070259	34.1978	33.3901	33.8867	33.0554	34.0094	29.1219
FBtr0339589	2.19859	3.1908	3.13009	3.12783	1.72276	4.38131
FBtr0070260	2.85257	3.40567	2.02129	2.88235	2.81127	2.58735
FBtr0339591	0.182672	0.167457	0.233241	0.0340564	0.101277	0.313388
FBtr0339590	21.2356	21.5266	20.9431	16.4582	21.2689	21.5979
FBtr0070269	4.13362	4.25588	4.05818	2.94797	4.22302	3.38727
FBtr0070270	16.6695	20.5972	15.7551	12.5305	18.9957	17.9001
FBtr0333115	4.20822	3.49836	3.35902	4.87619	3.93673	3.82105
FBtr0273400	0	0.0378359	0	0	0	0
FBtr0308320	0.0531743	0	0.0282773	0	0.016395	0.0380242
FBtr0070272	2.07751	0.444943	0.473481	0.251552	0.523031	1.18509
FBtr0070277	0	0	0	0	0	0
FBtr0302174	0.00509278	9.94234	3.7241	0.121153	0.1882	1.19915
FBtr0302175	0.282548	0.122192	0.195701	0.323798	0.120785	0.239234
FBtr0345509	11.4765	4.71253	9.34884	10.5194	10.9533	7.75586
FBtr0070278	0	0	0	0	0	0
FBtr0344154	0	0	0	0	0	0
FBtr0070279	3.82596	3.88615	3.19218	3.20283	3.81965	2.46229
FBtr0330407	0	0.000140249	0	0.000186146	0	0.00028636
FBtr0333116	0	0	0.254022	0	0.000111271	1.71973
FBtr0070283	16.1061	17.5267	17.7523	17.46	22.8384	14.3938
FBtr0070284	0	0	0	0	0	0
FBtr0343517	4.20356	4.27334	3.45244	2.26593	2.75627	2.82107
FBtr0303587	6.88747	6.2963	5.6515	5.37983	5.78852	5.55303
FBtr0070285	1.42997	0.93569	0.488888	0.190454	0	0.875342
FBtr0070289	0	1.0251	0	0	0	1.14876
FBtr0070290	515.796	406.099	380.19	383.965	380.749	398.479
FBtr0339593	3.52119	9.75094	8.18366	3.56876	1.45291	3.35001
FBtr0339594	1.86536	0.660142	1.2683	0.724336	0	1.46055
FBtr0070293	0.495951	0	4.52609e-05	7.58833e-05	0.00464697	1.06264
FBtr0070294	6.62794e-05	1.26514	1.25462	0.536424	0.880938	7.23141e-05
FBtr0070295	1.03125	0.61126	0.77421	0.791776	0.895868	0.779791
FBtr0070296	1.60552	2.03899	1.80461	1.76899	2.18922	1.60263
FBtr0070298	0.0781624	0.143203	0.187046	0	0.216437	0.167461
FBtr0070301	0	0	0.0692883	0	0	0
FBtr0070308	7.1033	6.57627	6.44216	6.00834	6.70147	6.87666
FBtr0114454	0.702887	0	0	0	0	0.869873
FBtr0070310	1.75483	1.75631	1.56829	1.93786	1.99471	1.49684
FBtr0339600	0	0	0	0.0011773	0	0
FBtr0070311	17.7717	26.3629	21.3533	17.3597	23.8431	21.4056
FBtr0070312	16.2815	22.7547	20.6467	12.9739	19.2349	15.5035
FBtr0070313	1.69709	0	0.506327	0	0	0.226784
FBtr0331384	21.1786	18.3525	17.2323	16.1934	19.51	16.41
FBtr0070314	0	0	0	0	0	0
FBtr0332579	15.1794	11.4961	9.91519	9.80658	11.6949	11.8442
FBtr0070315	4.06042	2.96978	3.13651	2.67833	2.94798	2.37256
FBtr0070316	0	5.41729	0.000490449	0	0.772268	0.000776977
FBtr0344155	15.3933	11.0853	13.1172	11.2387	12.6689	15.2512
FBtr0070317	8.90005	6.23676	3.66908	6.9782	4.25045	4.81177
FBtr0332586	0.817967	6.36176	7.32474	2.6506	6.66341	4.77618
FBtr0070320	0	0	0	0	0	0.172136
FBtr0070318	2.29591	3.29743	2.57253	1.29044	1.08057	1.52328
FBtr0070319	5.19183	5.15999	5.00446	4.90375	6.64603	5.39479
FBtr0332587	0	0	0	0	0	0
FBtr0332588	0.958878	0	0.385062	0.76045	0.447882	0.408829
FBtr0070321	4.3382	5.29872	3.55277	3.23564	4.80511	3.96565
FBtr0070328	0.466875	0.694985	0.605284	0.598497	0.430935	0.937779
FBtr0070330	3.62059	4.89422	2.89777	0.0010822	0.00124478	0
FBtr0344156	1.52195	0.49514	1.40819	3.30886	4.61274	4.28988
FBtr0070331	8.47365	8.82388	9.12802	9.58811	10.6291	7.21534
FBtr0070334	7.72584	8.57409	8.71065	7.75361	8.21131	5.99732
FBtr0070335	5.15432	3.38638	5.04422	1.9054	2.906	2.66784
FBtr0070336	1.34661	1.07643	0	0	0.462157	1.7963
FBtr0070337	29.3708	32.641	30.7329	34.4557	30.3769	32.2194
FBtr0300254	0	0	0	0	0	0.000568594
FBtr0300255	0.195423	0	0.13058	0.144947	0.148104	1.14967
FBtr0302435	0.508111	0	0	0	0.898781	0
FBtr0070338	0.21818	0.399731	0	0.203411	0.0671283	0.155815
FBtr0070339	10.36	10.4627	10.9904	7.79822	9.81724	8.43723
FBtr0070340	9.28478	8.54345	9.17279	9.51896	7.62954	7.76315
FBtr0070341	0.00339655	0.0328497	0.437934	0.00906738	0	0
FBtr0303043	8.39824	0.28794	1.59421	0.100817	0.671067	0.521784
FBtr0303044	0.00354019	5.94533	8.04077	9.1045	0.0163176	0.030962
FBtr0303045	8.71648	15.3751	14.7889	19.9753	10.938	20.0556
FBtr0310288	18.3848	19.9719	21.546	13.3439	27.5508	28.3059
FBtr0310289	1.22457	5.24654	3.17512	3.17601	1.84112	2.13104
FBtr0070342	0	0	0	0	0	0
FBtr0310443	4.35787	3.71647	3.59578	5.0432	2.42722	3.13886
FBtr0070345	0.168354	0.211098	0.29547	0.323297	0.392873	0.461271
FBtr0070343	0	0	0	0	0	0
FBtr0070344	0	0	0	0	0	0
FBtr0303048	9.42445	14.1997	10.516	8.4238	6.82178	11.2869
FBtr0310657	20.4106	24.8761	22.7462	22.3715	25.7431	19.8784
FBtr0310658	0	0	0	0	0	0
FBtr0310659	3.829	2.09299	1.71499	1.49037	2.55677	5.14151
FBtr0333801	5.48166	4.33646	4.17356	0.929239	3.55957	2.40232
FBtr0333802	0	0	0	0	0	0
FBtr0070346	9.43615	7.23063	7.35961	7.10869	7.2688	7.52816
FBtr0333803	0.212642	0.0970215	0.408944	0.0961512	0.0937619	0
FBtr0070347	21.5003	16.7794	15.3188	14.4985	13.7279	14.7583
FBtr0070349	1.7348	1.54441	1.13044	1.09343	1.62381	1.75369
FBtr0070350	0	0	0	0	0	0
FBtr0070351	13.6424	18.7459	21.1146	18.6878	21.7465	17.4823
FBtr0070352	0	0	0	0	0	0
FBtr0070353	13.569	22.0709	17.3881	9.83892	11.4383	17.2623
FBtr0070354	0	0.121577	0.108898	0	0	0.144179
FBtr0332580	0.00638885	11.8331	11.0848	9.85888	9.21651	12.7209
FBtr0305583	15.3593	6.42686	7.86802	8.61425	7.69239	7.63763
FBtr0070355	0.63942	2.92873	2.66367	1.25851	1.24623	0.608902
FBtr0070362	5.68262	6.59207	5.30471	4.61995	5.04701	5.36403
FBtr0070363	0.000801358	0.000651491	0.000833428	0.000523434	0.00107493	0.00064327
FBtr0070364	58.3579	18.6577	22.7519	28.1034	26.8932	30.9174
FBtr0331385	8.59053	9.43088	9.60075	4.92118	6.79095	6.1283
FBtr0070365	42.8632	19.7736	20.2553	18.0594	24.6929	15.8844
FBtr0345510	2.64492	2.41705	3.30261	4.15525	3.62152	4.20316
FBtr0070366	2.18073	6.86876	8.6533	9.00172	12.7764	9.35574
FBtr0339601	7.32453	2.46394	1.37294	0	0.00116999	0.0530705
FBtr0070367	0	0	0.290364	0.677279	0	0
FBtr0070368	13.67	11.6841	10.6541	9.5189	11.9364	12.2401
FBtr0070369	0	0.114706	0.000120076	0	0	0
FBtr0070370	0.108133	4.96764e-05	0.149596	0.000119609	3.79401e-05	2.28265e-05
FBtr0339494	0.401486	0.26357	0.448223	0.309166	0.86024	0.473803
FBtr0070371	7.71688	9.75411	8.37281	0.00100967	9.638	4.73305
FBtr0301926	26.7402	25.3392	26.0257	27.3242	24.9369	26.4289
FBtr0070372	9.78053	4.86783	15.6161	6.55002	14.0938	12.0034
FBtr0333511	13.9147	9.26622	3.10208	9.75599	2.20467	3.52201
FBtr0309970	0.242092	0.074013	0	0.0752333	0	0.0864443
FBtr0070375	38.8019	49.0988	41.9511	45.7001	40.9248	35.4741
FBtr0070376	0	0	0	0	0	0
FBtr0070377	0.141056	0.762897	0	0	0.174032	0.254361
FBtr0333754	49.0237	53.9003	59.2848	59.944	65.8647	57.9413
FBtr0333755	5.46696	1.86712	2.07238	4.37811	1.32708	19.1447
FBtr0070378	9.56158	9.59829	7.56809	6.79333	9.01438	10.8092
FBtr0070379	9.88351	7.92844	8.86979	10.3301	7.55066	6.97434
FBtr0070380	5.41521	1.47143	3.24852	4.86271	9.41259	10.1714
FBtr0333260	35.3935	31.9893	27.7807	23.4127	26.9336	20.4396
FBtr0070381	50.0253	47.9609	39.9905	37.2321	32.57	35.796
FBtr0070382	0.727601	0.822044	0.610202	1.58709	1.71972	0.544443
FBtr0070383	6.65569	4.89659	3.2376	4.12027	2.27562	2.92828
FBtr0070384	4.8651	1.49182	2.59682	2.82208	0.646009	2.49531
FBtr0331410	11.9899	18.6518	15.1978	13.4562	16.4276	12.5061
FBtr0070385	18.2458	10.7415	12.3905	9.78445	11.4442	13.3649
FBtr0310076	8.44136	10.362	6.75012	11.7516	11.8295	17.78
FBtr0310500	0	0	0	0	0	0
FBtr0310501	0	0	0	0	0	0
FBtr0070386	52.5619	28.4361	27.6095	24.7003	33.2496	32.2118
FBtr0343049	5.04015	2.00712	1.80048	2.44884	3.32696	2.97401
FBtr0070387	15.5028	14.5431	15.4518	14.4252	12.0335	11.1675
FBtr0345609	4.55863	5.1515	4.95865	4.03061	3.44359	4.31771
FBtr0070388	1.22577	0.531888	0.540346	0.51125	0.744353	0.587446
FBtr0070389	14.9916	22.0998	20.5791	15.7409	22.2007	16.7223
FBtr0070390	18.9274	8.66929	12.4193	9.10771	14.3708	10.7919
FBtr0345607	0	0	0	0	0	0
FBtr0290085	0	1.8627	1.11168	0.812149	3.03121e-05	0
FBtr0342764	1.96504	0.000173915	0.470754	0.000310857	1.20916	1.40336
FBtr0070392	0	0	0	0	0	0
FBtr0345608	0	0	0	0	0	0
FBtr0070393	4.48523	3.94107	4.64937	5.04289	1.567	4.61751
FBtr0342765	0.221853	0.970511	0.000126375	0.924397	2.78856	0.551313
FBtr0332380	0	0.0692213	0.542485	0.211348	0.0697477	0.161895
FBtr0342766	0.00122395	0.000318634	0.000511546	0.00181546	0.000494909	0.00557027
FBtr0344153	0	0.000117125	0	0	0	0
FBtr0332381	4.42121	4.80308	4.88289	4.53479	4.81927	4.9295
FBtr0070396	14.6172	20.6145	16.3559	14.2604	17.6733	15.5603
FBtr0070397	0.24526	0.359475	0.391277	0.0457316	0.407485	0.262732
FBtr0070398	5.04646	6.433	5.89268	4.27972	6.45385	6.904
FBtr0070399	0.0725919	0.0332175	0.0867747	0	0	0
FBtr0070401	8.94108	9.62189	9.4156	6.80176	8.98396	7.8111
FBtr0344007	0.156987	0.0961456	0.292571	0	0	0.224692
FBtr0070402	0.596996	0	0	0	0	0
FBtr0070403	0.781464	0.354696	0	0.709295	0.260185	1.07097
FBtr0070404	0	0	0	0.0156043	0	0.926161
FBtr0307284	17.4001	12.0236	18.9955	18.4551	22.0845	18.9242
FBtr0307285	0	0	0	0	0	0.545783
FBtr0343597	3.35647	14.6923	5.16095	0	0.0475316	0
FBtr0070405	4.76653	2.75547	1.49477	2.04889	0.901072	1.85899
FBtr0333730	0.501721	0	0.0845379	0.00051206	1.16547	0
FBtr0070406	92.5869	89.3578	85.0846	70.2173	78.312	85.2843
FBtr0303997	0	0	0	0	0	0
FBtr0303998	2.64523	0.228981	0.667052	1.07205	1.45059	0.907155
FBtr0333731	0	0	0	0	0	0
FBtr0070407	0	0	0	0	0	0
FBtr0308937	2.07525	3.23648	2.60687	3.2939	3.17956	3.16972
FBtr0070408	1.6857	1.71174	1.14333	1.15804	0.92286	1.16508
FBtr0332962	20.3134	22.5782	20.8742	20.1946	21.5619	22.3348
FBtr0070411	13.6845	15.7495	11.3159	6.85303	13.2856	11.4573
FBtr0300792	11.9259	10.2702	10.8807	10.7094	13.2448	8.85516
FBtr0070412	1.75921	19.4839	9.44669	0.000934713	0.0128325	0.832042
FBtr0346648	9.96161	6.11782	7.39917	9.53715	7.24396	6.07856
FBtr0300793	0.471791	0.430017	0	0	0	0
FBtr0345315	19.9406	4.69007	10.6692	16.8532	19.7276	19.275
FBtr0070414	6.48776	5.54951	5.95532	3.41813	4.03219	4.68239
FBtr0345316	17.0534	20.3554	17.9656	17.2441	20.5829	19.8334
FBtr0070415	6.77584	6.33356	2.17299	4.68646	0.012255	5.75414
FBtr0340208	0.0057957	0.00559911	3.58702	0.203709	6.11476	0.0131802
FBtr0070417	0	1.08507	0.632875	0.736336	0	0.853135
FBtr0342768	3.38278	1.74927	1.88103	1.29364	3.28115	1.23262
FBtr0070418	7.97452	7.39503	6.67427	7.43472	9.94256	10.7768
FBtr0070419	1.3032	0.284574	0.272757	0.696212	0.416086	1.13779
